Word	VerbType	Transivity	Tense	Aspect	Person	Phrasal	IsInfinitive	howCommon	commonRank	baseForm
reconsign	--	Transitive	--	--	N/A	No	null	-1.0	-1	consign	false
moulder	--	--	--	--	N/A	No	null	1.9E-5	66711	mould	false
pigeonholed	--	--	Past	--	N/A	No	null	-1.0	-1	pigeonhole	false
sledgehammer	--	Transitive	--	--	N/A	No	null	5.5E-5	40755	sledgeham	false
degust	--	Transitive	--	--	N/A	No	null	-1.0	-1	degust	false
paralogizing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	paralogy	false
interreceive	--	Transitive	--	--	N/A	No	null	-1.0	-1	interrece	false
mongrelizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	mongrele	false
politicalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	politicale	false
winterkill	--	--	--	--	N/A	No	null	-1.0	-1	winterkill	false
unmuzzle	--	Transitive	--	--	N/A	No	null	-1.0	-1	muzzle	false
choked	--	--	Past	--	N/A	No	null	4.85E-4	11894	choke	false
embarrass	--	tran=np	--	--	N/A	No	null	2.26E-4	19004	embarrass	false
parget	--	--	--	--	N/A	No	null	-1.0	-1	parget	false
subtilising	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	subtilise	false
overinsure	--	Transitive	--	--	N/A	No	null	-1.0	-1	insure	false
hyperrealizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	real	false
decolorizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	decolore	false
redintegrated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	redintegrate	false
nabbing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	nab	false
reprice	--	Transitive	--	--	N/A	No	null	-1.0	-1	price	false
integrated	--	--	Past	--	N/A	No	null	0.002804	3463	integrate	false
sequestrate	--	Transitive	--	--	N/A	No	null	-1.0	-1	sequestrate	false
wig	--	Transitive	--	--	N/A	No	null	3.59E-4	14367	wig	false
preaccommodating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	accommodate	false
acclimated	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	acclimate	false
win	--	Transitive	--	--	N/A	No	null	0.011133	961	win	false
wis	--	--	--	--	N/A	No	null	5.8E-5	39788	wi	false
prefinish	--	Transitive	--	--	N/A	No	null	-1.0	-1	prefin	false
wit	--	--	--	--	N/A	No	null	8.91E-4	7922	wit	false
outbranch	--	Transitive	--	--	N/A	No	null	-1.0	-1	outbranch	false
barter	--	Intransitive	--	--	N/A	No	null	1.78E-4	21861	bart	false
oyster	--	Intransitive	--	--	N/A	No	null	2.47E-4	18051	oyst	false
rejuvenise	--	Transitive	--	--	N/A	No	null	-1.0	-1	rejuvenise	false
plain weave	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	plain	false
unsphering	--	Transitive	Present	--	N/A	No	null	-1.0	-1	sphere	false
desulfurized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	desulfure	false
denied	--	Transitive	Past	--	N/A	No	null	0.003949	2633	deny	false
lie in	--	Intransitive	--	--	N/A	Seperable	null	-1.0	-1	lie in	false
peptonised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	peptonise	false
smote	--	--	--	--	N/A	No	null	3.9E-5	48014	smite	false
civilizing	--	Transitive	Present	--	N/A	No	null	4.0E-5	47691	civile	false
flitted	--	--	Past	--	N/A	No	null	9.7E-5	30678	flit	false
rewwore	--	--	--	--	N/A	No	null	-1.0	-1	rewwore	false
indorse	--	--	--	--	N/A	No	null	-1.0	-1	indorse	false
dehumidifying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	dehumidifie	false
leaped	--	--	Past	--	N/A	No	null	2.23E-4	19209	leap	false
analyzing	--	Transitive	Present	--	N/A	No	null	7.3E-5	35383	analyze	false
flitter	--	--	--	--	N/A	No	null	-1.0	-1	flit	false
evaluated	--	Transitive	Past	--	N/A	No	null	7.68E-4	8785	evaluat	false
prowl	--	tran=np	--	--	N/A	No	null	6.6E-5	37032	prowl	false
laved	--	--	Past	--	N/A	No	null	-1.0	-1	lave	false
misnarrate	--	--	--	--	N/A	No	null	-1.0	-1	misnarrate	false
spangled	--	--	Past	--	N/A	No	null	4.2E-5	46501	spangl	false
embalm	--	Transitive	--	--	N/A	No	null	1.1E-5	84086	embalm	false
immortalise	--	Transitive	--	--	N/A	No	null	-1.0	-1	immortalise	false
proletarize	--	Transitive	--	--	N/A	No	null	-1.0	-1	proletare	false
redesign	--	tran=np	--	--	N/A	No	null	1.33E-4	25853	design	false
redocketing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	redockete	false
haemagglutinating	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	haemagglutinate	false
presharing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	preshare	false
brangled	--	--	Past	--	N/A	No	null	-1.0	-1	brangl	false
peise	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	peise	false
prove	--	Intransitive	--	--	N/A	No	null	0.006049	1790	prove	false
admire	--	Transitive	--	--	N/A	No	null	8.28E-4	8319	admire	false
substandardizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	substandard	false
misallege	--	Transitive	--	--	N/A	No	null	-1.0	-1	allege	false
pickle	--	Transitive	--	--	N/A	No	null	1.45E-4	24468	pickle	false
quasi-admiring	--	--	Present	--	N/A	No	null	-1.0	-1	admire	false
accusing	--	--	Present	--	N/A	No	null	5.81E-4	10621	accuse	false
stripping	--	--	Present	--	N/A	No	null	3.46E-4	14719	strip	false
disocclude	--	Transitive	--	--	N/A	No	null	-1.0	-1	disocclude	false
tumbled	--	--	Past	--	N/A	No	null	4.39E-4	12644	tumble	false
weathercock	--	Intransitive	--	--	N/A	No	null	3.3E-5	52038	weathercock	false
tooth	--	Ambitransitive	--	--	N/A	No	null	6.82E-4	9543	tooth	false
embank	--	Transitive	--	--	N/A	No	null	-1.0	-1	embank	false
riffle	--	tran=pphr(through+np)	--	--	N/A	No	null	1.2E-5	83106	riffle	false
knobbed	--	--	Past	--	N/A	No	null	-1.0	-1	knob	false
plenish	--	Transitive	--	--	N/A	No	null	-1.0	-1	pl	false
withdrew	--	--	--	--	N/A	No	null	0.001077	6947	withdraw	false
think up	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	think up	false
outstated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outstate	false
decolorized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	decolore	false
repaneling	--	Transitive	--	--	N/A	No	null	-1.0	-1	repane	false
preadmit	--	Transitive	--	--	N/A	No	null	-1.0	-1	admit	false
interview	--	Transitive	--	--	N/A	No	null	0.004968	2145	interview	false
outwrestled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outwrestl	false
retyping	--	Transitive	Present	--	N/A	No	null	-1.0	-1	retype	false
reapproach	--	tran=np	--	--	N/A	No	null	-1.0	-1	approach	false
mistraced	--	--	Past	--	N/A	No	null	-1.0	-1	mistrace	false
rusticating	--	--	Present	--	N/A	No	null	-1.0	-1	rusticate	false
supersulfurized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	supersulfure	false
outlip	--	Transitive	--	--	N/A	No	null	-1.0	-1	outlip	false
reexcavate	--	Transitive	--	--	N/A	No	null	-1.0	-1	excavate	false
miched	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	mich	false
woo	--	Transitive	--	--	N/A	No	null	3.22E-4	15405	woo	false
won	--	--	--	--	N/A	No	null	0.012346	846	win	false
houselled	--	--	Past	--	N/A	No	null	-1.0	-1	housel	false
wot	--	--	--	--	N/A	No	null	5.9E-5	39437	wot	false
wow	--	Transitive	--	--	N/A	No	null	5.12E-4	11518	wow	false
bobtail	--	Transitive	--	--	N/A	No	null	-1.0	-1	bobtail	false
expelled	--	Transitive	Past	--	N/A	No	null	6.89E-4	9449	expel	false
overaffirm	--	--	--	--	N/A	No	null	-1.0	-1	affirm	false
imbruting	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	imbrute	false
solarized	--	--	Past	--	N/A	No	null	-1.0	-1	solare	false
affirm	--	Intransitive	--	--	N/A	No	null	1.93E-4	20882	affirm	false
marble	--	Transitive	--	--	N/A	No	null	0.001447	5689	marble	false
reoccur	--	Intransitive	--	--	N/A	No	null	-1.0	-1	occur	false
usurp	--	tran=np	--	--	N/A	No	null	6.5E-5	37340	usurp	false
gaging	--	--	Present	--	N/A	No	null	-1.0	-1	gage	false
overpreoccupied	--	Transitive	Past	--	N/A	No	null	-1.0	-1	overpreoccupy	false
intwine	--	--	--	--	N/A	No	null	-1.0	-1	intwine	false
superscribe	--	Transitive	--	--	N/A	No	null	-1.0	-1	scribe	false
whiff	--	Ambitransitive	--	--	N/A	No	null	2.23E-4	19221	whiff	false
expeditating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	expeditate	false
follow up	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	follow up	false
frizz	--	tran=np+tran=np;part(up)+tran=np;part(out)	--	--	N/A	No	null	1.8E-5	68070	frizz	false
waived	--	Ambitransitive	Past	--	N/A	No	null	1.61E-4	23136	waiv	false
attuned	--	Transitive	Past	--	N/A	No	null	1.26E-4	26530	attune	false
extravagating	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	vagate	false
hover	--	Intransitive	--	--	N/A	No	null	2.0E-4	20463	heave	false
caponised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	caponise	false
precontrolled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	control	false
skill	--	Intransitive	--	--	N/A	No	null	0.003692	2803	skill	false
preregister	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	prereg	false
misconjugate	--	--	--	--	N/A	No	null	-1.0	-1	conjugate	false
divide	--	Ambitransitive	--	--	N/A	No	null	0.001866	4717	divide	false
hovel	--	--	--	--	N/A	No	null	4.5E-5	44891	hovel	false
proletarise	--	Transitive	--	--	N/A	No	null	-1.0	-1	proletarise	false
ride out	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	ride out	false
twangle	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	twangle	false
redyed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	die	false
double-date	--	Intransitive	--	--	N/A	No	null	-1.0	-1	double-date	false
Tarheel	--	Transitive	--	--	N/A	No	null	-1.0	-1	tarheel	false
gufought	--	--	--	--	N/A	No	null	-1.0	-1	gufought	false
flat-sawed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	flat-sawe	false
deport	--	Transitive	--	--	N/A	No	null	4.1E-5	46988	deport	false
superengraved	--	Transitive	Past	--	N/A	No	null	-1.0	-1	engrave	false
justle	--	--	--	--	N/A	No	null	-1.0	-1	justle	false
skimp	--	tran=pphr(on+np)	--	--	N/A	No	null	3.2E-5	52979	skimp	false
resketch	--	Transitive	--	--	N/A	No	null	-1.0	-1	resketch	false
dwell on	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	dwell on	false
silicifying	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	silicifie	false
outeaten	--	Transitive	--	--	N/A	No	null	-1.0	-1	outeat	false
depose	--	Transitive	--	--	N/A	No	null	4.8E-5	43428	depose	false
preissuing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	preissu	false
self-ignite	--	Intransitive	--	--	N/A	No	null	-1.0	-1	ignite	false
photoset	--	--	--	--	N/A	No	null	-1.0	-1	photoset	false
withdraw	--	Ambitransitive	--	--	N/A	No	null	0.001632	5191	withdraw	false
habilitated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	habilitate	false
reoppose	--	Transitive	--	--	N/A	No	null	-1.0	-1	oppose	false
whipt	--	--	--	--	N/A	No	null	-1.0	-1	whipt	false
diking	--	--	Present	--	N/A	No	null	-1.0	-1	dike	false
tabulate	--	Transitive	--	--	N/A	No	null	2.1E-5	62944	tabulate	false
skive	--	Transitive	--	--	N/A	No	null	1.6E-5	71852	skive	false
intersqueezed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	intersqueez	false
divine	--	Transitive	--	--	N/A	No	null	0.001496	5550	divine	false
coincided	--	Intransitive	Past	--	N/A	No	null	6.11E-4	10274	coincide	false
pickax	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	pickax	false
hyphenate	--	Transitive	--	--	N/A	No	null	-1.0	-1	hyphenate	false
reprime	--	Transitive	--	--	N/A	No	null	-1.0	-1	prime	false
zero in	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	zero in	false
paralleled	--	--	Past	--	N/A	No	null	1.95E-4	20762	parallele	false
immortalize	--	Transitive	--	--	N/A	No	null	-1.0	-1	immortale	false
keynoted	--	--	Past	--	N/A	No	null	-1.0	-1	keynote	false
knobble	--	Transitive	--	--	N/A	No	null	-1.0	-1	knobble	false
featherstitch	--	--	--	--	N/A	No	null	-1.0	-1	featherstitch	false
fodder	--	Transitive	--	--	N/A	No	null	2.3E-4	18829	fodd	false
understated	--	Transitive	Past	--	N/A	No	null	1.39E-4	25101	state	false
unharmonizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	unharmone	false
contrast	--	Ambitransitive	--	--	N/A	No	null	0.00688	1573	contrast	false
pedestrianizing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	pedestr	false
cloture	--	Transitive	--	--	N/A	No	null	-1.0	-1	cloture	false
self-tire	--	Intransitive	--	--	N/A	No	null	-1.0	-1	tire	false
overwinding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	overwind	false
see of	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	see	false
pretranslate	--	Transitive	--	--	N/A	No	null	-1.0	-1	pretranslate	false
prenominated	--	--	Past	--	N/A	No	null	-1.0	-1	nominate	false
overinhibit	--	Transitive	--	--	N/A	No	null	-1.0	-1	inhibit	false
whirr	--	Intransitive	--	--	N/A	No	null	3.3E-5	52148	whirr	false
outspinning	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outspin	false
reliquidate	--	--	--	--	N/A	No	null	-1.0	-1	liquidate	false
mistitling	--	Transitive	--	--	N/A	No	null	-1.0	-1	mistit	false
overgesticulated	--	--	Past	--	N/A	No	null	-1.0	-1	gesticulate	false
unrrove	--	--	--	--	N/A	No	null	-1.0	-1	unrrove	false
whirl	--	Intransitive	--	--	N/A	No	null	1.48E-4	24191	whirl	false
solemnize	--	Transitive	--	--	N/A	No	null	-1.0	-1	solemn	false
tipping	--	--	Present	--	N/A	No	null	2.74E-4	17007	tip	false
tantalised	--	Transitive	Past	--	N/A	No	null	1.2E-5	80636	tantalise	false
pull together	--	Intransitive	--	--	N/A	Seperable	null	-1.0	-1	pull	false
formalised	--	Ambitransitive	Past	--	N/A	No	null	1.39E-4	25184	formalise	false
reprint	--	Transitive	--	--	N/A	No	null	9.8E-5	30551	print	false
incapsulate	--	tran=np+ditran=np+pphr(in+np)+ditran=np+pphr(into+np)	--	--	N/A	No	null	-1.0	-1	incapsulate	false
precopied	--	Transitive	Past	--	N/A	No	null	-1.0	-1	copy	false
overglazed	--	--	Past	--	N/A	No	null	-1.0	-1	glaze	false
calibrating	--	Transitive	Present	--	N/A	No	null	1.5E-5	74083	calibrate	false
interdiffused	--	--	Past	--	N/A	No	null	-1.0	-1	diffuse	false
re-sort	--	Transitive	--	--	N/A	No	null	-1.0	-1	resort	false
interplight	--	Transitive	--	--	N/A	No	null	-1.0	-1	interplight	false
picket	--	Transitive	--	--	N/A	No	null	2.71E-4	17060	picket	false
while	--	Transitive	--	--	N/A	No	null	0.059598	152	while	false
skirl	--	--	--	--	N/A	No	null	-1.0	-1	skirl	false
festoon	--	Transitive	--	--	N/A	No	null	2.3E-5	61251	festoon	false
indulgenced	--	--	Past	--	N/A	No	null	-1.0	-1	indulgenc	false
underfeeding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	feed	false
skirt	--	Transitive	--	--	N/A	No	null	0.00157	5346	skirt	false
skirr	--	Intransitive	--	--	N/A	No	null	-1.0	-1	skirr	false
trampoline	--	Intransitive	--	--	N/A	No	null	4.7E-5	43705	trampoline	false
intwist	--	Transitive	--	--	N/A	No	null	-1.0	-1	intw	false
hypnotised	--	Ambitransitive	Past	--	N/A	No	null	8.4E-5	32992	hypnotise	false
underdried	--	Transitive	Past	--	N/A	No	null	-1.0	-1	dry	false
misproduce	--	--	--	--	N/A	No	null	-1.0	-1	misproduce	false
brush up	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	brush up	false
Scriabin	--	--	--	--	N/A	No	null	-1.0	-1	scriabin	false
burglarized	--	--	Past	--	N/A	No	null	-1.0	-1	burglare	false
regaling	--	--	--	--	N/A	No	null	2.3E-5	60268	rega	false
rekindle	--	tran=np	--	--	N/A	No	null	6.4E-5	37649	kindle	false
redisputing	--	--	Present	--	N/A	No	null	-1.0	-1	dispute	false
guttled	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	guttl	false
postpone	--	Transitive	--	--	N/A	No	null	3.67E-4	14174	postpone	false
heat	--	Ambitransitive	--	--	N/A	No	null	0.006267	1718	heat	false
skite	--	Intransitive	--	--	N/A	No	null	-1.0	-1	skite	false
sulfurize	--	Transitive	--	--	N/A	No	null	-1.0	-1	sulfure	false
seal	--	Ambitransitive	--	--	N/A	No	null	0.001468	5641	seal	false
seam	--	Transitive	--	--	N/A	No	null	3.71E-4	14065	seam	false
elapsed	--	--	Past	--	N/A	No	null	3.36E-4	14987	elaps	false
head	--	Ambitransitive	--	--	N/A	No	null	0.039884	221	head	false
whine	--	--	--	--	N/A	No	null	1.8E-4	21746	whine	false
dribbling	--	--	--	--	N/A	No	null	9.9E-5	30315	drib	false
preincreasing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	preincreas	false
bugger about	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	bugger	false
defaced	--	Transitive	Past	--	N/A	No	null	6.1E-5	38868	deface	false
cotised	--	--	Past	--	N/A	No	null	-1.0	-1	cotise	false
heal	--	Intransitive	--	--	N/A	No	null	5.51E-4	10982	heal	false
reprise	--	tran=np	--	--	N/A	No	null	4.1E-5	47041	prise	false
heap	--	Transitive	--	--	N/A	No	null	8.3E-4	8308	heap	false
hear	--	Ambitransitive	--	--	N/A	No	null	0.014567	703	hear	false
allocated	--	Transitive	Past	--	N/A	No	null	0.001985	4500	allocate	false
devastate	--	Transitive	--	--	N/A	No	null	4.5E-5	44434	devastate	false
embark	--	Intransitive	--	--	N/A	No	null	4.32E-4	12746	embark	false
frisk	--	Intransitive	--	--	N/A	No	null	2.0E-5	65101	frisk	false
exonerate	--	Transitive	--	--	N/A	No	null	2.7E-5	56245	exonerate	false
work back	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	work	false
interpaved	--	Transitive	Past	--	N/A	No	null	-1.0	-1	interpave	false
propitiate	--	Transitive	--	--	N/A	No	null	1.8E-5	67738	propitiate	false
outswindling	--	Transitive	--	--	N/A	No	null	-1.0	-1	outswind	false
prepunish	--	Transitive	--	--	N/A	No	null	-1.0	-1	prepun	false
reaffiliate	--	--	--	--	N/A	No	null	-1.0	-1	affiliate	false
vitalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	vitale	false
unhedge	--	Transitive	--	--	N/A	No	null	-1.0	-1	hedge	false
adjudging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	adjudg	false
dentalising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	dentalise	false
outquery	--	Transitive	--	--	N/A	No	null	-1.0	-1	outquery	false
wallower	--	Transitive	--	--	N/A	No	null	-1.0	-1	wallow	false
queued	--	--	Past	--	N/A	No	null	1.38E-4	25282	queu	false
crusading	--	--	Present	--	N/A	No	null	1.0E-4	30041	crusade	false
burnish	--	tran=np	--	--	N/A	No	null	1.4E-5	75296	burn	false
instilling	--	Transitive	--	--	N/A	No	null	4.4E-5	45042	instil	false
differencing	--	--	Present	--	N/A	No	null	-1.0	-1	differenc	false
agonising	--	Intransitive	Present	--	N/A	No	null	2.09E-4	19907	agonise	false
tangent-sawed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	tangent-sawe	false
inhuming	--	Transitive	Present	--	N/A	No	null	-1.0	-1	inhume	false
relapse	--	Intransitive	--	--	N/A	No	null	2.94E-4	16318	lapse	false
slenderized	--	--	Past	--	N/A	No	null	-1.0	-1	slendere	false
upthrown	--	--	--	--	N/A	No	null	-1.0	-1	throw	false
schmoozing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	schmooz	false
tartarize	--	Transitive	--	--	N/A	No	null	-1.0	-1	tartare	false
needling	--	--	--	--	N/A	No	null	3.3E-5	52356	need	false
seat	--	Ambitransitive	--	--	N/A	No	null	0.006566	1653	seat	false
bow-wow	--	Intransitive	--	--	N/A	No	null	-1.0	-1	bow	false
intermarrying	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	intermarrie	false
sear	--	Transitive	--	--	N/A	No	null	4.3E-5	45540	sear	false
wander	--	Ambitransitive	--	--	N/A	No	null	7.31E-4	9078	wand	false
precontest	--	Transitive	--	--	N/A	No	null	-1.0	-1	precont	false
insurrectionizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	insurrection	false
pussyfoot	--	Intransitive	--	--	N/A	No	null	-1.0	-1	pussyfoot	false
circumnutated	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	circumnutate	false
commentate	--	Transitive	--	--	N/A	No	null	-1.0	-1	commentate	false
seed	--	Intransitive	Past	--	N/A	No	null	0.001746	4948	seed	false
seep	--	Intransitive	--	--	N/A	No	null	1.15E-4	27906	seep	false
intertrafficking	--	--	Present	--	N/A	No	null	-1.0	-1	intertraffick	false
amputated	--	Transitive	Past	--	N/A	No	null	9.5E-5	30958	amputate	false
seel	--	Transitive	--	--	N/A	No	null	-1.0	-1	seel	false
seek	--	Ambitransitive	--	--	N/A	No	null	0.005724	1874	seek	false
estopped	--	Transitive	Past	--	N/A	No	null	2.8E-5	55630	estop	false
seen	--	--	--	--	N/A	No	null	0.039588	224	se	false
seem	--	Transitive	--	--	N/A	No	null	0.017878	567	seem	false
defying	--	--	Present	--	N/A	No	null	1.65E-4	22790	defie	false
prepledge	--	Transitive	--	--	N/A	No	null	-1.0	-1	pledge	false
trichinised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	trichinise	false
compelled	--	--	Past	--	N/A	No	null	8.17E-4	8400	compel	false
heel	--	Transitive	--	--	N/A	No	null	8.43E-4	8219	heel	false
reinaugurated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	inaugurate	false
grandstanding	--	--	Present	--	N/A	No	null	-1.0	-1	grandstand	false
outscent	--	Transitive	--	--	N/A	No	null	-1.0	-1	outsc	false
pierce	--	Intransitive	--	--	N/A	No	null	2.19E-4	19406	pierce	false
earwigging	--	--	Present	--	N/A	No	null	-1.0	-1	earwig	false
underbid	--	tran=np	--	--	N/A	No	null	1.1E-5	84970	bid	false
heed	--	tran=np	Past	--	N/A	No	null	3.2E-4	15470	heed	false
flower	--	Intransitive	--	--	N/A	No	null	0.002486	3788	flowe	false
faceted	--	--	Past	--	N/A	No	null	4.8E-5	43441	facete	false
molest	--	Transitive	--	--	N/A	No	null	2.6E-5	57382	mole	false
unffroze	--	--	--	--	N/A	No	null	-1.0	-1	unffroze	false
outsatisfying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outsatisfie	false
preafflict	--	Transitive	--	--	N/A	No	null	-1.0	-1	afflict	false
waddling	--	--	--	--	N/A	No	null	2.5E-5	58594	wad	false
joint	--	Transitive	--	--	N/A	No	null	0.007372	1464	joint	false
separate	--	Ambitransitive	--	--	N/A	No	null	0.009645	1112	separate	false
hided	--	--	Past	--	N/A	No	null	-1.0	-1	hide	false
wheezing	--	--	Present	--	N/A	No	null	1.2E-4	27355	wheez	false
halogenating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	halogenate	false
interpervade	--	Transitive	--	--	N/A	No	null	-1.0	-1	interpervade	false
deoxidised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	deoxidise	false
dishabituate	--	Transitive	--	--	N/A	No	null	-1.0	-1	dishabituate	false
overvary	--	--	--	--	N/A	No	null	-1.0	-1	overvary	false
undernourish	--	Transitive	--	--	N/A	No	null	-1.0	-1	undernour	false
kiss off	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	kiss	false
mainline	--	Ambitransitive	--	--	N/A	No	null	8.9E-5	31975	mainline	false
presprinkled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	presprinkl	false
sclent	--	Intransitive	--	--	N/A	No	null	-1.0	-1	scl	false
scruple	--	tran=infcomp:subjc	--	--	N/A	No	null	3.3E-5	51688	scruple	false
